continent;location;date;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;new_vaccinations_smoothed_per_million;stringency_index;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index
Africa;Cape Verde;2020/09/13;224;;;0,403;444;0,799;0,155;6,4;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/14;300;;;0,54;434;0,781;0,158;6,3;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/15;492;;;0,885;447;0,804;0,161;6,2;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/16;543;;;0,977;451;0,811;0,16;6,3;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/17;398;;;0,716;443;0,797;0,163;6,1;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/18;469;;;0,844;415;0,746;0,169;5,9;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/19;474;;;0,853;414;0,745;0,164;6,1;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/20;189;;;0,34;409;0,736;0,155;6,4;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/21;300;;;0,54;409;0,736;0,154;6,5;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/22;506;;;0,91;411;0,739;0,151;6,6;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/23;514;;;0,924;407;0,732;0,152;6,6;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/24;447;;;0,804;414;0,745;0,144;7;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/25;511;;;0,919;420;0,755;0,166;6;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/26;475;;;0,854;420;0,755;0,175;5,7;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/27;208;;;0,374;423;0,761;0,174;5,8;tests performed;;;;;;;;;;68,98;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/28;370;;;0,665;433;0,779;0,177;5,7;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/29;545;;;0,98;439;0,79;0,183;5,5;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/09/30;606;;;1,09;452;0,813;0,193;5,2;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/01;555;;;0,998;467;0,84;0,198;5,1;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/02;457;;;0,822;459;0,826;0,18;5,6;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/03;566;;;1,018;472;0,849;0,18;5,6;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/04;181;;;0,326;469;0,844;0,179;5,6;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/05;470;;;0,845;483;0,869;0,182;5,5;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/06;533;;;0,959;481;0,865;0,184;5,4;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/07;493;;;0,887;465;0,836;0,184;5,4;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/08;530;;;0,953;461;0,829;0,183;5,5;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/09;525;;;0,944;471;0,847;0,183;5,5;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/10;648;;;1,165;483;0,869;0,182;5,5;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/11;310;;;0,558;501;0,901;0,203;4,9;tests performed;;;;;;;;;;67,13;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/12;479;;;0,862;503;0,905;0,205;4,9;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/13;561;;;1,009;507;0,912;0,207;4,8;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/14;404;;;0,727;494;0,889;0,216;4,6;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/15;660;;;1,187;512;0,921;0,203;4,9;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/16;583;;;1,049;521;0,937;0,197;5,1;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/17;561;;;1,009;508;0,914;0,204;4,9;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/18;332;;;0,597;511;0,919;0,19;5,3;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/19;543;;;0,977;521;0,937;0,177;5,7;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/20;578;;;1,04;523;0,941;0,177;5,7;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/21;652;;;1,173;558;1,004;0,169;5,9;tests performed;;;;;;;;;;68,52;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/22;526;;;0,946;539;0,969;0,18;5,6;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/23;775;;;1,394;567;1,02;0,169;5,9;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/24;539;;;0,969;564;1,014;0,173;5,8;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/25;290;;;0,522;558;1,004;0,165;6,1;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/26;332;;;0,597;527;0,948;0,169;5,9;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/27;479;;;0,862;513;0,923;0,159;6,3;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/28;527;;;0,948;495;0,89;0,149;6,7;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/29;677;;;1,218;517;0,93;0,133;7,5;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/30;584;;;1,05;490;0,881;0,145;6,9;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/10/31;390;;;0,701;468;0,842;0,144;7;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/01;288;;;0,518;468;0,842;0,138;7,2;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/02;421;;;0,757;481;0,865;0,136;7,3;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/03;490;;;0,881;482;0,867;0,14;7,1;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/04;491;;;0,883;477;0,858;0,151;6,6;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/05;727;;;1,308;484;0,871;0,161;6,2;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/06;524;;;0,942;476;0,856;0,159;6,3;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/07;510;;;0,917;493;0,887;0,144;6,9;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/08;283;;;0,509;492;0,885;0,151;6,6;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/09;471;;;0,847;499;0,898;0,154;6,5;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/10;417;;;0,75;489;0,88;0,162;6,2;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/11;681;;;1,225;516;0,928;0,14;7,1;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/12;491;;;0,883;482;0,867;0,162;6,2;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/13;402;;;0,723;465;0,836;0,159;6,3;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/14;528;;;0,95;468;0,842;0,149;6,7;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/15;177;;;0,318;452;0,813;0,143;7;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/16;591;;;1,063;470;0,845;0,128;7,8;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/17;390;;;0,701;466;0,838;0,141;7,1;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/18;321;;;0,577;414;0,745;0,152;6,6;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/19;501;;;0,901;416;0,748;0,133;7,5;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/20;460;;;0,827;424;0,763;0,138;7,2;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/21;234;;;0,421;382;0,687;0,17;5,9;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/22;255;;;0,459;393;0,707;0,165;6,1;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/23;532;;;0,957;385;0,692;0,171;5,8;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/24;481;;;0,865;398;0,716;0,158;6,3;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/25;355;;;0,639;403;0,725;0,186;5,4;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/26;358;;;0,644;382;0,687;0,182;5,5;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/27;423;;;0,761;377;0,678;0,18;5,6;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/28;365;;;0,656;396;0,712;0,168;5,9;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/29;119;;;0,214;376;0,676;0,179;5,6;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/11/30;406;;;0,73;358;0,644;0,183;5,5;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/01;498;;;0,896;361;0,649;0,165;6,1;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/02;416;;;0,748;369;0,664;0,132;7,6;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/03;543;;;0,977;396;0,712;0,133;7,5;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/04;436;;;0,784;398;0,716;0,133;7,5;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/05;228;;;0,41;378;0,68;0,127;7,9;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/06;142;;;0,255;381;0,685;0,118;8,4;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/07;279;;;0,502;363;0,653;0,133;7,5;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/08;460;;;0,827;358;0,644;0,121;8,3;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/09;332;;;0,597;346;0,622;0,134;7,5;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/10;391;;;0,703;324;0,583;0,117;8,6;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/11;;;;;;;;;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/12;;;;;;;;;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/13;87;;;0,156;;;;;tests performed;;;;;;;;;;71,3;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/14;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/15;364;;;0,655;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/16;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/17;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/18;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/19;203;;;0,365;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/20;123;;;0,221;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/21;413;;;0,743;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/22;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/23;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/24;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/25;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/26;283;;;0,509;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/27;200;;;0,36;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/28;443;;;0,797;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/29;479;;;0,862;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/30;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Cape Verde;2020/12/31;;;;;;;;;tests performed;;;;;;;;;;64,81;135,58;25,7;4,46;3,437;6222,554;;182,219;2,42;2,1;16,5;;2,1;72,98;0,665
Africa;Central African Republic;2020/03/15;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/16;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/17;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/18;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/19;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/20;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/21;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/22;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/23;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/24;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/25;;;;;;;;;;;;;;;;;;;11,11;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/26;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/27;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/28;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/29;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/30;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/03/31;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/04/01;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/04/02;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/04/03;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/04/04;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/04/05;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
Africa;Central African Republic;2020/04/06;;;;;;;;;;;;;;;;;;;68,52;7,479;18,3;3,655;2,251;661,24;;435,727;6,1;;;16,603;1;53,28;0,397
